IDUsuario;Genero;Edad
7450;M;51-65
7452;M;36-50
7459;F;36-50
7465;M;36-50
7467;F;36-50
7468;F;36-50
7475;F;36-50
7477;F;36-50
7480;F;51-65
7482;M;36-50
7501;M;36-50
7528;F;36-50
7529;M;36-50
7530;F;36-50
7541;M;36-50
7543;F;51-65
7547;M;36-50
7554;F;36-50
7560;M;36-50
7561;M;36-50
7565;F;51-65
7572;M;36-50
7574;F;36-50
7580;M;51-65
7581;F;51-65
7605;M;51-65
7615;F;36-50
7617;M;36-50
7619;F;36-50
7624;M;26-35
7627;F;51-65
7629;M;51-65
7632;F;36-50
7634;M;36-50
7635;F;36-50
7640;M;36-50
7642;F;51-65
7646;M;>65
7651;M;36-50
7653;F;36-50
7667;M;51-65
7674;M;>65
7686;M;36-50
7690;F;51-65
7692;M;51-65
7699;F;26-35
7704;F;51-65
7705;M;51-65
7713;M;36-50
7717;M;36-50
7722;M;36-50
7725;F;51-65
7726;M;36-50
7729;M;36-50
7730;M;36-50
7732;M;36-50
7742;M;51-65
7750;F;51-65
7755;M;36-50
7756;F;36-50
7759;F;36-50
7768;F;51-65
7769;M;36-50
7774;M;>65
7779;M;51-65
7782;F;36-50
7788;F;26-35
7791;F;51-65
7806;M;51-65
7816;F;51-65
7817;M;51-65
7820;M;51-65
7822;M;51-65
7827;M;36-50
7829;F;26-35
7844;F;51-65
7847;M;36-50
7853;M;36-50
7854;F;36-50
7855;F;36-50
7856;F;36-50
7864;M;36-50
7869;M;26-35
7873;M;51-65
7874;F;51-65
7876;M;36-50
7881;F;51-65
7882;M;51-65
7884;F;36-50
7885;M;51-65
7886;F;>65
7891;F;51-65
7896;M;<=25
7903;F;36-50
7905;F;51-65
7906;F;51-65
7907;M;>65
7925;F;51-65
7928;M;51-65
7929;F;36-50
7930;F;51-65
7932;F;36-50
7954;M;51-65
7957;M;51-65
7960;F;36-50
7962;M;>65
7964;F;51-65
7969;M;51-65
7980;M;36-50
7987;F;51-65
7988;M;51-65
7992;F;51-65
7994;M;51-65
7996;M;>65
7998;M;51-65
8000;M;51-65
8001;F;51-65
8002;F;36-50
8006;F;51-65
8007;M;36-50
8008;F;36-50
8009;F;51-65
8010;F;36-50
8011;M;36-50
8012;M;51-65
8017;M;36-50
8035;F;51-65
8037;M;51-65
8039;F;36-50
8041;F;51-65
8049;M;>65
8050;F;51-65
8056;M;>65
8062;M;36-50
8066;F;36-50
8071;M;>65
8073;M;36-50
8077;M;51-65
8083;F;51-65
8084;M;51-65
8085;M;26-35
8088;F;36-50
8094;F;51-65
8121;M;36-50
8124;M;36-50
8127;F;36-50
8142;M;51-65
8148;M;36-50
8149;M;>65
8152;F;51-65
8162;F;51-65
8163;M;51-65
8171;F;36-50
8174;M;36-50
8197;F;36-50
8201;M;51-65
8209;M;36-50
8213;M;51-65
8216;M;51-65
8219;F;51-65
8224;M;36-50
8229;M;36-50
8231;F;36-50
8241;M;51-65
8242;F;36-50
8247;F;51-65
8251;M;51-65
8256;F;36-50
8257;M;36-50
8271;M;36-50
8272;M;36-50
8278;M;51-65
8280;M;51-65
8285;M;26-35
8286;F;36-50
8288;M;51-65
8293;F;36-50
8306;M;36-50
8317;F;51-65
8319;F;36-50
8323;M;36-50
8327;F;>65
8336;M;36-50
8364;F;36-50
8381;M;36-50
8390;F;36-50
8391;F;36-50
8396;F;36-50
8399;M;51-65
8405;M;51-65
8411;M;36-50
8412;M;51-65
8416;M;36-50
8417;M;51-65
8420;F;51-65
8423;M;51-65
8424;M;51-65
8429;M;51-65
8438;M;51-65
8445;M;>65
8457;M;51-65
8459;F;36-50
8468;F;36-50
8470;M;51-65
8478;M;51-65
8490;M;51-65
8491;F;51-65
8492;M;36-50
8493;M;51-65
8495;F;36-50
8496;F;51-65
8497;M;51-65
8501;F;51-65
8504;F;26-35
8505;M;36-50
8506;M;51-65
8507;F;51-65
8509;F;51-65
8511;M;36-50
8519;M;51-65
8521;M;51-65
8526;M;51-65
8527;M;36-50
8528;F;26-35
8529;M;36-50
8533;M;26-35
8542;M;36-50
8543;F;26-35
8545;F;36-50
8559;F;36-50
8562;F;36-50
8565;F;26-35
8569;F;36-50
8574;F;>65
8577;M;36-50
8579;M;36-50
8581;F;51-65
8583;M;36-50
8586;F;36-50
8593;M;>65
8594;F;51-65
8598;F;36-50
8613;F;36-50
8629;F;36-50
8639;F;51-65
8655;M;26-35
8657;F;26-35
8676;M;51-65
8693;M;36-50
8700;M;51-65
8717;F;51-65
8719;M;51-65
8724;F;36-50
8726;M;51-65
8736;F;51-65
8737;M;36-50
8738;F;36-50
8742;F;51-65
8743;M;>65
8745;M;>65
8746;M;51-65
8752;F;26-35
8755;M;51-65
8769;M;36-50
8780;M;36-50
8785;F;26-35
8786;M;26-35
8797;M;51-65
8808;F;36-50
8810;M;51-65
8816;F;51-65
8825;F;36-50
8830;F;36-50
8831;M;51-65
8836;M;51-65
8838;M;51-65
8840;M;>65
8841;F;51-65
8844;M;51-65
8850;F;26-35
8853;F;51-65
8854;M;51-65
8855;F;51-65
8857;M;51-65
8860;M;36-50
8863;M;>65
8867;F;36-50
8868;M;51-65
8872;M;51-65
8878;M;36-50
8879;F;36-50
8880;M;>65
8881;F;>65
8907;M;36-50
8916;M;>65
8922;F;36-50
8923;M;>65
8926;M;51-65
8927;F;36-50
8929;M;51-65
8932;M;36-50
8936;F;36-50
8940;M;36-50
8946;F;36-50
8950;M;36-50
8953;M;51-65
8954;M;51-65
8964;M;36-50
8965;F;36-50
8967;M;51-65
8971;M;51-65
8973;F;36-50
8976;M;51-65
8999;M;36-50
9011;M;26-35
9012;M;51-65
9026;F;26-35
9047;F;51-65
9050;M;36-50
9058;F;>65
9064;F;51-65
9065;M;51-65
9078;M;>65
9080;M;36-50
9090;F;36-50
9093;F;36-50
9095;M;36-50
9097;M;36-50
9103;M;26-35
9104;F;36-50
9112;M;36-50
9114;F;36-50
9128;M;36-50
9133;M;51-65
9142;M;51-65
9143;M;51-65
9153;F;36-50
9156;F;36-50
9173;F;36-50
9180;M;36-50
9181;M;51-65
9183;M;36-50
9184;F;>65
9186;M;51-65
9188;M;36-50
9189;M;51-65
9192;M;36-50
9195;M;51-65
9198;F;51-65
9214;M;26-35
9219;F;51-65
9233;F;36-50
9236;F;36-50
9238;M;36-50
9244;M;36-50
9246;M;51-65
9247;M;51-65
9248;F;36-50
9251;M;36-50
9257;M;36-50
9265;M;26-35
9270;F;36-50
9276;F;36-50
9282;M;36-50
9287;M;36-50
9300;F;51-65
9311;M;26-35
9314;M;36-50
9320;M;36-50
9321;F;36-50
9325;M;36-50
9329;F;51-65
9340;M;36-50
9347;M;>65
9348;M;51-65
9350;M;26-35
9352;M;51-65
9356;F;51-65
9367;F;51-65
9378;M;>65
9385;M;51-65
9391;M;36-50
9393;F;51-65
9395;F;36-50
9401;M;36-50
9403;M;36-50
9407;M;51-65
9408;M;51-65
9412;F;51-65
9416;M;>65
9425;M;>65
9426;F;26-35
9435;M;36-50
9442;F;36-50
9455;F;36-50
9471;M;51-65
9473;F;51-65
9489;M;36-50
9491;F;36-50
9495;M;36-50
9500;F;26-35
9502;F;36-50
9506;M;51-65
9516;M;36-50
9524;M;36-50
9526;M;26-35
9530;F;36-50
9531;M;26-35
9533;M;26-35
9581;M;51-65
9582;M;51-65
9583;F;>65
9587;M;51-65
9589;M;36-50
9593;M;36-50
9596;M;>65
9598;M;51-65
9603;M;51-65
9604;F;51-65
9608;M;51-65
9611;M;36-50
9612;M;36-50
9618;M;36-50
9624;F;51-65
9626;M;>65
9628;M;36-50
9631;M;36-50
9632;M;36-50
9634;F;36-50
9648;M;36-50
9654;F;51-65
9656;M;36-50
9663;F;26-35
9668;F;36-50
9674;M;51-65
9680;M;26-35
9699;M;51-65
9705;M;51-65
9711;M;36-50
9722;F;51-65
9725;M;51-65
9731;M;36-50
9736;M;36-50
9739;M;51-65
9741;F;51-65
9743;F;36-50
9746;M;51-65
9747;M;>65
9750;M;>65
9755;M;>65
9756;M;>65
9761;F;51-65
9765;F;26-35
9778;M;51-65
9784;F;51-65
9797;F;36-50
9799;F;51-65
9800;M;36-50
9803;F;51-65
9805;M;51-65
9810;M;51-65
9817;F;51-65
9824;M;51-65
9826;F;51-65
9827;M;51-65
9830;M;51-65
9834;M;51-65
9835;F;26-35
9837;M;>65
9838;F;51-65
9857;F;36-50
9860;F;36-50
9863;F;51-65
9869;F;51-65
9870;M;51-65
9874;M;51-65
9884;M;36-50
9885;M;>65
9887;F;51-65
9893;F;36-50
9895;M;>65
9900;F;>65
9905;F;26-35
9908;F;36-50
9911;M;51-65
9930;M;51-65
9959;F;26-35
9966;M;>65
9971;M;36-50
9976;F;36-50
9980;F;51-65
9993;M;36-50
9998;M;36-50
10010;M;51-65
10016;F;26-35
10019;M;26-35
10026;M;26-35
10034;F;51-65
10043;M;51-65
10046;F;36-50
10057;F;51-65
10064;M;36-50
10068;F;51-65
10077;M;51-65
10082;F;36-50
10083;M;>65
10090;M;51-65
10093;M;51-65
10096;F;26-35
10101;F;51-65
10102;M;36-50
10104;M;26-35
10105;M;>65
10106;F;51-65
10122;F;36-50
10127;F;51-65
10137;M;36-50
10138;M;51-65
10156;F;36-50
10162;F;51-65
10175;M;51-65
10176;F;36-50
10177;M;36-50
10180;M;26-35
10193;F;51-65
10197;M;36-50
10207;M;51-65
10209;F;51-65
10215;F;36-50
10216;M;>65
10217;M;51-65
10222;M;>65
10223;F;26-35
10226;M;36-50
10227;M;51-65
10229;M;51-65
10230;M;26-35
10234;M;51-65
10240;M;>65
10242;M;51-65
10244;M;51-65
10247;F;51-65
10249;F;>65
10260;M;26-35
10261;F;36-50
10263;M;36-50
10264;M;26-35
10276;M;>65
10287;M;36-50
10292;F;36-50
10299;M;>65
10307;F;26-35
10313;M;36-50
10316;M;51-65
10317;F;36-50
10334;M;36-50
10336;F;36-50
10339;F;51-65
10347;F;36-50
10348;M;51-65
10350;M;51-65
10360;M;36-50
10363;F;36-50
10369;F;51-65
10378;M;36-50
10382;M;36-50
10389;M;51-65
10397;F;51-65
10402;M;26-35
10408;M;51-65
10419;F;26-35
10431;M;36-50
10434;F;51-65
10436;M;51-65
10438;M;51-65
10441;F;51-65
10442;F;36-50
10444;M;51-65
10473;M;26-35
10480;M;26-35
10494;F;36-50
10498;M;51-65
10501;F;26-35
10511;M;36-50
10520;M;51-65
10523;F;51-65
10528;M;26-35
10529;M;51-65
10536;M;36-50
10562;M;26-35
10565;F;51-65
10574;F;26-35
10576;F;51-65
10578;F;51-65
10584;F;51-65
10596;F;36-50
10601;M;36-50
10603;F;26-35
10605;M;51-65
10611;M;36-50
10613;M;51-65
10614;F;36-50
10616;M;26-35
10623;M;>65
10624;F;51-65
10630;F;51-65
10635;M;>65
10660;M;51-65
10661;M;51-65
10670;F;51-65
10672;M;51-65
10675;F;36-50
10676;M;36-50
10681;F;51-65
10691;M;51-65
10697;F;51-65
10702;M;26-35
10717;F;36-50
10719;M;36-50
10721;F;51-65
10722;M;51-65
10737;F;36-50
10753;F;36-50
10754;M;36-50
10755;M;36-50
10767;M;51-65
10770;F;51-65
10771;M;36-50
10773;M;36-50
10785;M;51-65
10802;M;26-35
10813;M;>65
10828;M;51-65
10839;M;36-50
10840;M;36-50
10865;M;36-50
10874;M;36-50
10884;M;51-65
10885;M;36-50
10888;M;36-50
10900;M;36-50
10910;M;51-65
10912;M;36-50
10914;M;36-50
10932;F;51-65
10933;M;51-65
10939;M;26-35
10942;F;36-50
10943;F;36-50
10945;F;51-65
10946;M;51-65
10951;F;26-35
10953;M;36-50
10958;M;36-50
10966;F;36-50
10977;M;36-50
10983;M;26-35
10984;F;51-65
10986;M;51-65
10991;M;51-65
10997;F;51-65
11007;F;26-35
11019;F;36-50
11024;M;36-50
11027;M;36-50
11030;F;36-50
11039;F;51-65
11042;F;36-50
11070;F;36-50
11076;F;51-65
11078;M;36-50
11084;M;36-50
11085;M;36-50
11094;M;36-50
11095;M;51-65
11098;M;51-65
11105;M;36-50
11107;M;51-65
11109;F;36-50
11111;F;36-50
11112;M;36-50
11116;F;26-35
11117;M;51-65
11118;M;51-65
11120;F;36-50
11127;M;51-65
11142;M;51-65
11151;M;36-50
11157;F;36-50
11158;F;51-65
11161;F;51-65
11163;M;51-65
11168;M;36-50
11173;M;26-35
11185;M;>65
11188;M;>65
11191;F;51-65
11202;F;36-50
11209;M;36-50
11211;F;>65
11214;F;36-50
11227;F;51-65
11228;M;51-65
11230;M;36-50
11231;M;26-35
11239;M;36-50
11242;M;51-65
11247;F;36-50
11249;M;51-65
11254;M;51-65
11258;F;51-65
11267;M;51-65
11278;M;36-50
11286;F;36-50
11294;M;36-50
11308;F;36-50
11318;M;51-65
11322;M;51-65
11329;M;51-65
11335;F;51-65
11337;F;36-50
11344;F;51-65
11346;F;36-50
11362;M;>65
11369;F;36-50
11370;M;51-65
11371;F;51-65
11373;M;>65
11374;M;36-50
11377;F;51-65
11391;F;26-35
11395;M;36-50
11404;F;51-65
11410;M;26-35
11417;M;36-50
11418;F;36-50
11419;F;51-65
11422;M;36-50
11425;F;51-65
11427;M;51-65
11430;M;51-65
11432;F;51-65
11434;M;>65
11435;M;36-50
11438;M;36-50
11440;M;51-65
11441;F;36-50
11442;F;51-65
11758;F;36-50
11771;F;36-50
11812;F;36-50
11815;F;36-50
11819;F;36-50
11823;F;36-50
12003;F;36-50
12083;F;36-50
12086;M;51-65
12088;M;36-50
12093;M;51-65
12095;M;36-50
12097;M;51-65
12099;M;51-65
12102;M;36-50
12111;M;51-65
12122;F;51-65
12123;M;51-65
12128;M;>65
12132;M;51-65
12143;M;>65
12157;M;>65
12159;M;36-50
12166;M;>65
12167;F;51-65
12168;F;36-50
12175;M;26-35
12179;M;36-50
12185;M;36-50
12187;F;36-50
12193;M;36-50
12198;F;36-50
12202;M;51-65
12203;M;51-65
12207;M;36-50
12257;M;51-65
12264;F;51-65
12265;M;26-35
12271;F;36-50
12274;F;51-65
12278;M;36-50
12291;F;51-65
12294;M;51-65
12299;M;51-65
12301;F;36-50
12447;M;51-65
12448;F;36-50
13321;M;36-50
14059;F;51-65
14061;F;36-50
14065;F;26-35
14070;F;36-50
14076;F;36-50
14081;M;36-50
14084;F;26-35
14098;M;>65
14099;M;36-50
14104;M;36-50
14107;M;36-50
14115;F;36-50
14128;M;>65
14130;F;51-65
14133;M;36-50
14140;M;36-50
14142;F;51-65
14144;M;36-50
14148;M;36-50
14154;M;51-65
14165;F;51-65
14167;M;36-50
14171;M;36-50
14176;M;36-50
14194;M;51-65
14203;M;51-65
14204;M;36-50
14205;M;36-50
14208;M;>65
14211;F;36-50
14218;M;36-50
14219;F;51-65
14228;M;36-50
14229;M;26-35
14231;M;>65
14234;M;51-65
14238;F;51-65
14249;M;36-50
14252;M;36-50
14255;F;36-50
14269;F;51-65
14270;M;36-50
14276;M;51-65
14278;F;51-65
14280;M;36-50
14282;M;51-65
14283;M;36-50
14284;F;36-50
14287;F;36-50
14293;M;26-35
14302;M;51-65
14303;M;26-35
14329;M;>65
14338;F;36-50
14352;F;36-50
14359;M;51-65
14376;M;36-50
14380;M;26-35
14399;M;>65
14405;F;51-65
14412;M;26-35
14423;M;26-35
14432;M;36-50
14438;M;51-65
14441;M;36-50
14444;M;51-65
14456;F;51-65
14495;M;36-50
14496;M;36-50
14497;M;36-50
14504;M;36-50
14507;M;>65
14508;M;36-50
14515;M;51-65
14521;M;51-65
14522;F;36-50
14524;F;26-35
14528;M;36-50
14535;F;36-50
14539;M;36-50
14547;M;51-65
14553;F;51-65
14558;M;51-65
14559;M;36-50
14568;M;36-50
14571;M;51-65
14577;F;36-50
14580;F;36-50
14583;F;51-65
14586;M;36-50
14613;F;36-50
14621;F;51-65
14625;M;51-65
14626;M;26-35
14629;M;36-50
14631;M;51-65
14636;F;36-50
14645;F;36-50
14646;F;>65
14655;M;36-50
14662;M;51-65
14677;M;36-50
14682;F;36-50
14687;M;36-50
14694;F;51-65
14697;F;36-50
14706;F;36-50
14708;M;36-50
14716;M;36-50
14720;M;51-65
14721;M;51-65
14725;F;51-65
14732;F;51-65
14735;M;36-50
14739;M;51-65
14743;F;36-50
14744;M;51-65
14747;F;36-50
14752;M;36-50
14753;M;51-65
14754;M;>65
14760;F;36-50
14766;M;36-50
14767;M;36-50
14772;F;36-50
14783;M;51-65
14787;M;36-50
14798;F;51-65
14799;F;51-65
14809;M;36-50
14810;F;36-50
14813;M;26-35
14817;M;51-65
14823;F;26-35
14826;M;26-35
14829;F;36-50
14835;F;36-50
14839;M;51-65
14840;M;51-65
14845;M;51-65
14847;M;51-65
14849;M;36-50
14853;M;51-65
14863;M;36-50
14870;M;36-50
14874;M;36-50
14891;M;>65
14892;M;51-65
14900;F;51-65
14902;M;36-50
14908;F;51-65
14915;M;36-50
14917;F;36-50
14922;F;36-50
14924;M;36-50
14926;M;51-65
14931;F;36-50
14932;M;36-50
14934;M;36-50
14945;M;36-50
14950;M;51-65
14956;M;51-65
14957;M;51-65
14960;M;36-50
14961;M;51-65
14963;M;36-50
14964;F;51-65
14965;M;51-65
14971;M;26-35
14972;F;36-50
14978;F;36-50
14983;M;51-65
14993;M;36-50
14994;F;51-65
14998;M;36-50
15001;M;36-50
15013;M;51-65
15016;M;51-65
15019;M;>65
15037;F;51-65
15040;M;51-65
15042;M;36-50
15043;M;51-65
15044;M;51-65
15049;M;36-50
15050;F;51-65
15062;M;36-50
15064;F;36-50
15072;F;36-50
15078;M;51-65
15081;M;36-50
15084;F;36-50
15092;F;51-65
15094;M;36-50
15097;M;26-35
15098;M;51-65
15100;M;36-50
15106;F;36-50
15134;F;36-50
15138;M;51-65
15141;M;36-50
15147;F;51-65
15163;M;26-35
15164;F;51-65
15166;M;36-50
15173;F;51-65
15174;M;26-35
15175;M;51-65
15177;F;36-50
15181;F;26-35
15184;M;26-35
15185;F;51-65
15190;F;36-50
15191;M;36-50
15194;F;36-50
15195;F;51-65
15202;F;36-50
15212;M;36-50
15225;F;51-65
15242;M;36-50
15248;M;>65
15249;F;51-65
15263;M;51-65
15266;M;51-65
15275;M;36-50
15281;M;36-50
15286;M;36-50
15287;F;51-65
15289;F;36-50
15291;M;36-50
15296;M;36-50
15299;F;51-65
15304;F;26-35
15309;F;26-35
15312;M;51-65
15313;F;26-35
15315;M;26-35
15320;M;36-50
15321;F;51-65
15325;M;36-50
15332;M;51-65
15335;M;51-65
15357;M;36-50
15360;M;51-65
15365;F;51-65
15377;F;36-50
15378;F;36-50
15381;M;36-50
15386;M;36-50
15406;M;51-65
15415;M;51-65
15417;M;>65
15423;F;36-50
15425;M;36-50
15427;F;36-50
15431;M;36-50
15452;F;51-65
15457;M;36-50
15465;M;51-65
15470;M;36-50
15474;F;51-65
15477;F;51-65
15494;F;36-50
15505;F;36-50
15506;M;26-35
15509;M;<=25
15512;M;36-50
15520;F;51-65
15521;F;36-50
15529;M;36-50
15533;F;51-65
15535;M;51-65
15540;M;51-65
15558;M;36-50
15560;M;51-65
15569;M;51-65
15572;M;51-65
15576;M;36-50
15579;F;36-50
15583;M;36-50
15584;M;36-50
15588;M;51-65
15593;F;36-50
15594;F;36-50
15604;M;51-65
15614;F;36-50
15615;F;36-50
15616;F;36-50
15622;F;51-65
15625;M;51-65
15631;M;51-65
15632;F;51-65
15635;M;36-50
15639;M;36-50
15640;F;26-35
15650;M;51-65
15651;M;36-50
15652;M;26-35
15661;F;51-65
15665;M;26-35
15667;M;36-50
15673;F;51-65
15676;M;26-35
15677;M;36-50
15678;M;26-35
15684;M;36-50
15687;M;51-65
15688;M;51-65
15689;F;36-50
15690;F;51-65
15691;M;36-50
15692;F;51-65
15701;M;>65
15717;M;51-65
15718;M;51-65
15720;M;>65
15723;M;51-65
15724;M;51-65
15738;F;36-50
15743;M;36-50
15750;F;36-50
15751;M;51-65
15754;M;36-50
15755;M;36-50
15757;M;>65
15760;M;51-65
15762;F;26-35
15764;M;36-50
15767;M;>65
15769;M;36-50
15782;M;36-50
15783;F;36-50
15795;M;36-50
15813;M;51-65
15822;F;36-50
15830;F;51-65
15834;M;36-50
15843;M;>65
15849;M;51-65
15853;F;36-50
15866;M;36-50
15868;M;51-65
15872;M;51-65
15874;F;51-65
15877;M;51-65
15887;F;51-65
15890;M;51-65
15892;M;36-50
15893;M;36-50
15895;F;26-35
15897;F;>65
15898;M;26-35
15906;F;51-65
15912;F;36-50
15915;M;>65
15916;F;26-35
15920;F;36-50
15921;M;26-35
15922;M;51-65
15926;M;51-65
15936;M;>65
15938;F;36-50
15940;F;36-50
15946;F;36-50
15953;F;51-65
15958;F;36-50
15959;F;51-65
15969;M;51-65
15970;M;36-50
15973;M;51-65
15987;M;51-65
15991;M;51-65
15999;M;36-50
16010;F;36-50
16015;F;36-50
16019;M;51-65
16023;F;51-65
16024;M;51-65
16027;F;51-65
16031;M;51-65
16035;M;36-50
16036;M;26-35
16038;F;26-35
16041;F;36-50
16054;M;26-35
16055;M;26-35
16059;M;36-50
16064;F;36-50
16065;M;36-50
16066;F;36-50
16069;M;36-50
16082;M;36-50
16089;F;51-65
16097;F;36-50
16098;F;>65
16099;F;36-50
16114;F;51-65
16120;M;36-50
16127;F;36-50
16129;M;51-65
16130;M;36-50
16137;M;51-65
16161;F;51-65
16171;M;36-50
16174;M;51-65
16182;M;26-35
16184;M;<=25
16188;M;26-35
16189;M;36-50
16197;M;36-50
16198;M;36-50
16200;F;36-50
16201;F;36-50
16203;M;51-65
16208;M;36-50
16212;F;51-65
16215;M;51-65
16216;F;51-65
16217;M;36-50
16218;F;36-50
16250;F;51-65
16252;M;36-50
16253;F;36-50
16288;M;51-65
16290;M;51-65
16297;M;36-50
16299;F;36-50
16302;F;>65
16303;F;51-65
16308;M;36-50
16319;F;51-65
16326;M;51-65
16327;M;51-65
16331;M;51-65
16333;F;36-50
16338;M;51-65
16349;F;36-50
16350;F;36-50
16355;F;36-50
16359;M;51-65
16361;F;51-65
16362;F;36-50
16364;M;36-50
16365;F;36-50
16368;M;51-65
16371;F;51-65
16376;F;36-50
16378;M;36-50
16387;M;36-50
16389;M;36-50
16391;M;>65
16392;F;51-65
16403;M;26-35
16406;M;36-50
16417;F;51-65
16418;M;36-50
16428;M;51-65
16434;M;36-50
16444;F;36-50
16447;M;36-50
16453;M;36-50
16455;M;51-65
16462;M;36-50
16463;F;36-50
16467;M;36-50
16474;M;36-50
16487;F;36-50
16488;M;51-65
16489;M;26-35
16493;F;51-65
16499;F;36-50
16502;M;36-50
16503;F;51-65
16515;F;51-65
16520;F;51-65
16538;M;36-50
16541;F;51-65
16589;F;51-65
16609;M;51-65
16617;M;51-65
16619;M;>65
16632;M;>65
16639;M;>65
16657;F;26-35
16658;F;51-65
16677;M;51-65
16679;F;36-50
16741;M;36-50
16743;M;36-50
16746;M;26-35
16747;F;51-65
16752;F;36-50
16771;M;51-65
16772;M;>65
16775;F;51-65
16778;M;36-50
16793;F;36-50
16796;M;51-65
16800;M;51-65
16805;F;51-65
16808;M;51-65
16809;M;36-50
16812;M;36-50
16813;F;36-50
16816;M;36-50
16819;M;51-65
16826;M;36-50
16841;F;>65
16843;F;36-50
16847;F;36-50
16848;F;51-65
16850;M;26-35
16851;M;51-65
16864;M;>65
16868;M;51-65
16869;F;51-65
16877;M;51-65
16879;F;51-65
16881;M;51-65
16898;F;36-50
16899;M;36-50
16901;F;51-65
16904;M;51-65
16905;F;51-65
16919;M;36-50
16924;F;36-50
16925;M;36-50
16934;F;26-35
16945;M;51-65
16947;F;51-65
16949;M;26-35
16950;F;51-65
16954;M;26-35
16962;M;36-50
16963;F;36-50
16966;F;36-50
16982;M;51-65
16985;M;36-50
16988;F;51-65
16993;M;51-65
16996;M;51-65
17015;M;26-35
17021;M;36-50
17036;M;36-50
17043;M;51-65
17044;F;36-50
17045;M;36-50
17057;M;26-35
17061;M;51-65
17065;M;36-50
17069;M;36-50
17072;F;26-35
17073;M;36-50
17078;M;51-65
17084;M;36-50
17086;F;51-65
17096;M;36-50
17108;M;36-50
17112;F;36-50
17113;M;>65
17114;M;36-50
17116;M;26-35
17117;F;26-35
17129;M;36-50
17134;F;36-50
17135;F;36-50
17139;M;36-50
17144;F;51-65
17146;F;36-50
17150;M;51-65
17153;M;51-65
17162;M;36-50
17171;M;51-65
17175;F;51-65
17191;F;26-35
17195;M;26-35
17201;F;36-50
17210;M;26-35
17216;F;51-65
17218;M;51-65
17222;F;36-50
17224;M;>65
17225;M;36-50
17236;M;36-50
17240;M;51-65
17242;M;<=25
17251;M;51-65
17255;M;>65
17257;F;>65
17259;M;36-50
17262;M;36-50
17268;F;36-50
17269;M;36-50
17270;M;51-65
17274;F;36-50
17280;M;51-65
17292;F;36-50
17294;F;51-65
17298;M;36-50
17302;M;36-50
17305;M;36-50
17308;M;36-50
17309;M;51-65
17318;M;36-50
17324;F;51-65
17342;M;36-50
17343;M;51-65
17344;F;>65
17345;M;51-65
17351;M;51-65
17362;M;51-65
17364;M;51-65
17370;M;36-50
17371;M;51-65
17373;M;26-35
17380;F;51-65
17388;M;36-50
17395;M;36-50
17403;M;36-50
17413;F;26-35
17414;M;36-50
17417;M;36-50
17420;F;36-50
17423;M;36-50
17425;M;51-65
17427;F;51-65
17428;F;51-65
17430;F;36-50
17436;M;51-65
17437;M;51-65
17438;F;36-50
17444;M;51-65
17457;M;36-50
17461;M;51-65
17470;M;36-50
17477;M;51-65
17483;M;>65
17498;M;26-35
17506;F;51-65
17511;M;>65
17513;F;51-65
17514;F;51-65
17522;F;36-50
17526;M;51-65
17535;M;36-50
17536;F;36-50
17539;M;36-50
17541;F;36-50
17543;F;36-50
17546;F;36-50
17549;M;36-50
17550;F;51-65
17558;F;51-65
17561;M;51-65
17566;M;>65
17567;M;51-65
17573;M;36-50
17575;M;36-50
17591;F;51-65
17592;M;51-65
17594;M;51-65
17599;M;51-65
17604;M;51-65
17605;F;36-50
17617;M;36-50
17620;M;51-65
17623;M;36-50
17624;M;51-65
17625;F;36-50
17639;M;36-50
17640;M;36-50
17654;M;36-50
17656;F;36-50
17657;F;36-50
17660;F;36-50
17662;M;36-50
17663;M;>65
17683;M;36-50
17686;M;51-65
17690;F;51-65
17695;M;51-65
17699;M;36-50
17700;M;51-65
17703;M;26-35
17707;F;36-50
17711;M;36-50
17715;F;51-65
17718;F;51-65
17719;F;51-65
17721;M;36-50
17723;F;51-65
17727;M;51-65
17730;F;26-35
17742;F;26-35
17760;M;51-65
17765;M;36-50
17766;F;36-50
17774;M;51-65
17785;M;36-50
17787;M;>65
17799;M;36-50
17800;F;36-50
17801;F;51-65
17803;M;>65
17809;F;51-65
17811;F;36-50
17812;M;<=25
17814;M;>65
17817;M;>65
17818;M;26-35
17819;M;36-50
17820;F;36-50
17823;F;51-65
17829;M;36-50
17830;M;26-35
17834;F;26-35
17840;M;51-65
17843;M;36-50
17844;M;26-35
17849;F;36-50
17856;F;51-65
17865;F;36-50
17869;M;51-65
17875;M;36-50
17883;M;36-50
17888;F;51-65
17910;M;36-50
17919;M;36-50
17920;M;51-65
17922;F;51-65
17928;M;36-50
17930;F;36-50
17936;F;36-50
17937;M;51-65
17945;F;36-50
17946;M;51-65
17957;F;36-50
17969;M;36-50
17970;F;36-50
17975;F;51-65
17977;F;51-65
17980;M;36-50
17990;M;36-50
17991;M;51-65
17994;M;26-35
17996;M;51-65
17997;M;36-50
18002;M;51-65
18009;M;51-65
18012;M;36-50
18014;F;51-65
18015;M;>65
18017;M;51-65
18023;F;36-50
18027;M;36-50
18028;F;51-65
18030;M;>65
18033;M;51-65
18035;M;51-65
18037;F;51-65
18038;F;51-65
18041;F;36-50
18048;M;51-65
18051;M;26-35
18053;F;36-50
18058;M;36-50
18061;M;51-65
18063;M;36-50
18077;M;36-50
